iter	MultiClass_SumError	MultiClass_SumWeight
0	50.26853708	200
1	38.56319332	200
2	36.29408487	200
3	33.6633742	200
4	33.49420993	200
5	32.58030031	200
6	30.98779641	200
7	30.85210553	200
8	30.34521558	200
9	29.78073065	200
10	29.51625535	200
11	29.11044154	200
12	28.95845476	200
13	28.73094378	200
14	28.53083804	200
15	28.3062117	200
16	28.18165093	200
17	28.09927598	200
18	28.00085874	200
19	27.89640101	200
20	27.85312057	200
21	27.7629173	200
22	27.70047164	200
23	27.61835454	200
24	27.56641932	200
25	27.44181921	200
26	27.38829028	200
27	27.32493168	200
28	27.30392096	200
29	27.26826532	200
30	27.19924149	200
31	27.17472977	200
32	27.12213609	200
33	27.09214464	200
34	27.06628991	200
35	27.03500326	200
36	27.02194078	200
37	26.99960472	200
38	26.9495992	200
39	26.93653756	200
40	26.91859174	200
41	26.90531986	200
42	26.88419937	200
43	26.86931917	200
44	26.8543343	200
45	26.84602383	200
46	26.80959992	200
47	26.80248262	200
48	26.78785475	200
49	26.7800645	200
50	26.77372532	200
51	26.76356882	200
52	26.7391204	200
53	26.72999613	200
54	26.72345007	200
55	26.69251848	200
56	26.67702831	200
57	26.67074817	200
58	26.66613811	200
59	26.6554214	200
60	26.64158697	200
61	26.63231169	200
62	26.61306649	200
63	26.60726471	200
64	26.59092205	200
65	26.58273126	200
66	26.57896866	200
67	26.57551632	200
68	26.57224481	200
69	26.55395324	200
70	26.54439891	200
71	26.53114311	200
72	26.52260706	200
73	26.51572578	200
74	26.5084394	200
75	26.50089361	200
76	26.49391141	200
77	26.48421651	200
78	26.48107653	200
79	26.46518243	200
80	26.45926321	200
81	26.45680315	200
82	26.45143777	200
83	26.44859095	200
84	26.44103218	200
85	26.43635107	200
86	26.42488206	200
87	26.4194413	200
88	26.41315881	200
89	26.40883759	200
90	26.40626022	200
91	26.40261999	200
92	26.39381479	200
93	26.3889266	200
94	26.38262403	200
95	26.37601405	200
96	26.37121619	200
97	26.36530622	200
98	26.36120995	200
99	26.35680374	200
100	26.35320174	200
101	26.35061955	200
102	26.34532325	200
103	26.34027871	200
104	26.33109275	200
105	26.32746726	200
106	26.32400441	200
107	26.31965716	200
108	26.31555541	200
109	26.31212285	200
110	26.30909876	200
111	26.30530214	200
112	26.30340733	200
113	26.29792429	200
114	26.29245485	200
115	26.2908149	200
116	26.28974739	200
117	26.28658775	200
118	26.28412784	200
119	26.27809442	200
120	26.27460846	200
121	26.26771933	200
122	26.26552719	200
123	26.26358602	200
124	26.26180642	200
125	26.25930168	200
126	26.25635242	200
127	26.25413216	200
128	26.25283172	200
129	26.25107564	200
130	26.2473651	200
131	26.24485792	200
132	26.24215688	200
133	26.23972084	200
134	26.23738563	200
135	26.23455609	200
136	26.23170707	200
137	26.22980901	200
138	26.22821671	200
139	26.22691418	200
140	26.22415311	200
141	26.22317158	200
142	26.22154834	200
143	26.22018245	200
144	26.21849617	200
145	26.2172355	200
146	26.21567042	200
147	26.21420943	200
148	26.21304998	200
149	26.20999467	200
150	26.20906716	200
151	26.20396212	200
152	26.20186135	200
153	26.20067936	200
154	26.19958929	200
155	26.1985658	200
156	26.19621715	200
157	26.19498532	200
158	26.19389388	200
159	26.19078228	200
160	26.1887472	200
161	26.18748747	200
162	26.18642357	200
163	26.18554599	200
164	26.18197421	200
165	26.1806883	200
166	26.17765039	200
167	26.17622426	200
168	26.17534615	200
169	26.174054	200
170	26.17326175	200
171	26.17203548	200
172	26.17120591	200
173	26.17115145	200
174	26.16781523	200
175	26.16573997	200
176	26.16395063	200
177	26.16063072	200
178	26.15907236	200
179	26.15802665	200
180	26.15692409	200
181	26.15470761	200
182	26.15352431	200
183	26.15249285	200
184	26.151547	200
185	26.1507435	200
186	26.14743008	200
187	26.14610306	200
188	26.14541457	200
189	26.14457781	200
190	26.14361832	200
191	26.14205767	200
192	26.14129348	200
193	26.14047325	200
194	26.13982024	200
195	26.13769599	200
196	26.13707655	200
197	26.1361493	200
198	26.13517697	200
199	26.1341968	200
200	26.13361328	200
201	26.13213029	200
202	26.13079776	200
203	26.12977728	200
204	26.1280094	200
205	26.12719777	200
206	26.12498798	200
207	26.12429461	200
208	26.12392609	200
209	26.12191956	200
210	26.12078229	200
211	26.12002313	200
212	26.11917539	200
213	26.11772822	200
214	26.11690607	200
215	26.11516303	200
216	26.11198444	200
217	26.11078305	200
218	26.11019025	200
219	26.10963132	200
220	26.10914427	200
221	26.1086802	200
222	26.1071121	200
223	26.10632467	200
224	26.10587527	200
225	26.10421229	200
226	26.10336826	200
227	26.10290771	200
228	26.10249874	200
229	26.10131696	200
230	26.10060582	200
231	26.09999396	200
232	26.09888481	200
233	26.09822836	200
234	26.0964764	200
235	26.09595944	200
236	26.09523551	200
237	26.09461704	200
238	26.09351719	200
239	26.09288709	200
240	26.09226642	200
241	26.09114999	200
242	26.09055773	200
243	26.08905174	200
244	26.08834109	200
245	26.0879347	200
246	26.08754929	200
247	26.08706265	200
248	26.08669043	200
249	26.08633211	200
250	26.08585844	200
251	26.08436828	200
252	26.08395963	200
253	26.08253203	200
254	26.08188928	200
255	26.08123244	200
256	26.08087997	200
257	26.08029807	200
258	26.07992224	200
259	26.07940108	200
260	26.07886837	200
261	26.07855995	200
262	26.07826391	200
263	26.07799492	200
264	26.07769803	200
265	26.07647965	200
266	26.0754364	200
267	26.07497495	200
268	26.07381668	200
269	26.07337671	200
270	26.0725454	200
271	26.07218061	200
272	26.07174891	200
273	26.0713349	200
274	26.06969364	200
275	26.06931604	200
276	26.06904579	200
277	26.06751663	200
278	26.06716141	200
279	26.06690725	200
280	26.06597028	200
281	26.06566732	200
282	26.06542945	200
283	26.06501895	200
284	26.06478855	200
285	26.06439078	200
286	26.06265784	200
287	26.06241492	200
288	26.06217956	200
289	26.06216495	200
290	26.06072986	200
291	26.06041791	200
292	26.05987107	200
293	26.05937951	200
294	26.0583918	200
295	26.05807814	200
296	26.05786446	200
297	26.05751756	200
298	26.05721149	200
299	26.0565678	200
300	26.05614069	200
301	26.05591294	200
302	26.05541963	200
303	26.05501936	200
304	26.0545656	200
305	26.05316291	200
306	26.0524186	200
307	26.05213785	200
308	26.05177635	200
309	26.05145087	200
310	26.05107748	200
311	26.05007954	200
312	26.04982165	200
313	26.04859779	200
314	26.04815384	200
315	26.04776772	200
316	26.04744168	200
317	26.04667156	200
318	26.04642586	200
319	26.04598403	200
320	26.04502492	200
321	26.04431171	200
322	26.04405425	200
323	26.0438662	200
324	26.04355186	200
325	26.04306823	200
326	26.0424334	200
327	26.04206985	200
328	26.04188413	200
329	26.04126589	200
330	26.04064114	200
331	26.04022834	200
332	26.03894921	200
333	26.03834314	200
334	26.03779862	200
335	26.03726121	200
336	26.03701645	200
337	26.03672417	200
338	26.03583688	200
339	26.03554108	200
340	26.03516935	200
341	26.03443048	200
342	26.0341857	200
343	26.03389698	200
344	26.03340277	200
345	26.03311577	200
346	26.03204313	200
347	26.03180164	200
348	26.03179279	200
349	26.03162479	200
350	26.03146149	200
351	26.03118569	200
352	26.03016236	200
353	26.02968552	200
354	26.02931802	200
355	26.02915431	200
356	26.02849212	200
357	26.0282504	200
358	26.02798552	200
359	26.02677167	200
360	26.02636313	200
361	26.02620181	200
362	26.02595674	200
363	26.02571861	200
364	26.025564	200
365	26.0254133	200
366	26.02518011	200
367	26.02410386	200
368	26.02380937	200
369	26.0236589	200
370	26.02343746	200
371	26.0230644	200
372	26.02287759	200
373	26.02173718	200
374	26.02143708	200
375	26.0206984	200
376	26.02044637	200
377	26.02030625	200
378	26.01940068	200
379	26.01892231	200
380	26.01868917	200
381	26.01855529	200
382	26.01842707	200
383	26.01830191	200
384	26.01817964	200
385	26.01795576	200
386	26.01783548	200
387	26.0177179	200
388	26.01758701	200
389	26.0173574	200
390	26.01714291	200
391	26.01702617	200
392	26.01691198	200
393	26.01657337	200
394	26.01634064	200
395	26.01613458	200
396	26.01557785	200
397	26.01478496	200
398	26.01459338	200
399	26.01423009	200
400	26.01409073	200
401	26.01398008	200
402	26.01387249	200
403	26.01366815	200
404	26.01260823	200
405	26.01236231	200
406	26.01215844	200
407	26.01196308	200
408	26.01177254	200
409	26.01166624	200
410	26.01147955	200
411	26.01129729	200
412	26.0111193	200
413	26.01036269	200
414	26.00960016	200
415	26.00941407	200
416	26.00877947	200
417	26.00849392	200
418	26.00795139	200
419	26.00733194	200
420	26.00719653	200
421	26.00709447	200
422	26.00691747	200
423	26.00690929	200
424	26.00673626	200
425	26.0065483	200
426	26.00643291	200
427	26.00580921	200
428	26.00569347	200
429	26.00552362	200
430	26.00542733	200
431	26.00533294	200
432	26.00483135	200
433	26.00432692	200
434	26.00381318	200
435	26.00341077	200
436	26.00331493	200
437	26.00322468	200
438	26.00236876	200
439	26.00180166	200
440	26.00160488	200
441	26.00151633	200
442	26.00100236	200
443	26.00088047	200
444	26.0005491	200
445	26.00044056	200
446	26.00027596	200
447	26.00019212	200
448	26.00010984	200
449	25.99956448	200
450	25.99938489	200
451	25.99922606	200
452	25.99914475	200
453	25.99906492	200
454	25.99853888	200
455	25.99836535	200
456	25.99775921	200
457	25.99763608	200
458	25.99755716	200
459	25.99748074	200
460	25.99700312	200
461	25.9962598	200
462	25.99587941	200
463	25.99563039	200
464	25.99534032	200
465	25.99517033	200
466	25.99509244	200
467	25.99465919	200
468	25.99424878	200
469	25.99351732	200
470	25.99321481	200
471	25.99306725	200
472	25.99299147	200
473	25.99285072	200
474	25.99277585	200
475	25.99216076	200
476	25.99204892	200
477	25.99197539	200
478	25.99183586	200
479	25.99155089	200
480	25.99139581	200
481	25.99112831	200
482	25.9906714	200
483	25.99057796	200
484	25.99044228	200
485	25.99037117	200
486	25.98974492	200
487	25.98956925	200
488	25.98949779	200
489	25.98924082	200
490	25.98909344	200
491	25.98864561	200
492	25.98850893	200
493	25.98838434	200
494	25.98831312	200
495	25.98768545	200
496	25.98746873	200
497	25.9873768	200
498	25.98684233	200
499	25.98664248	200
500	25.98651978	200
501	25.98607385	200
502	25.98586803	200
503	25.98571687	200
504	25.98564634	200
505	25.98552949	200
506	25.98546057	200
507	25.98534555	200
508	25.98523271	200
509	25.98512198	200
510	25.98505295	200
511	25.98494387	200
512	25.98487556	200
513	25.98444199	200
514	25.98432029	200
515	25.98421412	200
516	25.98351524	200
517	25.98318474	200
518	25.98308208	200
519	25.98301439	200
520	25.98290943	200
521	25.98284335	200
522	25.98273993	200
523	25.98233062	200
524	25.98221585	200
525	25.98215016	200
526	25.98202656	200
527	25.98195322	200
528	25.98167534	200
529	25.98135208	200
530	25.98115759	200
531	25.9804535	200
532	25.98031692	200
533	25.98025269	200
534	25.98019042	200
535	25.97996194	200
536	25.97988577	200
537	25.97956228	200
538	25.97947953	200
539	25.97941928	200
540	25.97936052	200
541	25.97930268	200
542	25.9788496	200
543	25.97840684	200
544	25.97821904	200
545	25.97811812	200
546	25.97762112	200
547	25.97726851	200
548	25.97715344	200
549	25.97705859	200
550	25.97684817	200
551	25.97676669	200
552	25.97630168	200
553	25.97617513	200
554	25.97611575	200
555	25.97561713	200
556	25.97545621	200
557	25.97532916	200
558	25.97434534	200
559	25.97421169	200
560	25.97411848	200
561	25.97406043	200
562	25.97397187	200
563	25.9738848	200
564	25.97382711	200
565	25.97362679	200
566	25.97354829	200
567	25.97335005	200
568	25.97324939	200
569	25.97319252	200
570	25.97313686	200
571	25.97308202	200
572	25.97263681	200
573	25.9722284	200
574	25.9720941	200
575	25.97192115	200
576	25.97184522	200
577	25.97179198	200
578	25.97170512	200
579	25.97165294	200
580	25.97155003	200
581	25.97090042	200
582	25.9705247	200
583	25.97039554	200
584	25.96979616	200
585	25.96940855	200
586	25.96902978	200
587	25.96893736	200
588	25.96885138	200
589	25.96854106	200
590	25.96843518	200
591	25.96810595	200
592	25.96804372	200
593	25.96793126	200
594	25.96782351	200
595	25.96773456	200
596	25.96743608	200
597	25.9673663	200
598	25.96731674	200
599	25.96726838	200
600	25.96722072	200
601	25.96717371	200
602	25.96709128	200
603	25.96704467	200
604	25.96699869	200
605	25.96691708	200
606	25.96651552	200
607	25.96638203	200
608	25.96630156	200
609	25.96625532	200
610	25.96617725	200
611	25.96563384	200
612	25.96555389	200
613	25.96550769	200
614	25.96518761	200
615	25.96509899	200
616	25.9650223	200
617	25.96469899	200
618	25.96461635	200
619	25.96457071	200
620	25.96425863	200
621	25.96420358	200
622	25.96415931	200
623	25.96411588	200
624	25.96394194	200
625	25.96363678	200
626	25.96358273	200
627	25.96350814	200
628	25.96346529	200
629	25.9633919	200
630	25.96331962	200
631	25.96324843	200
632	25.96320548	200
633	25.96290254	200
634	25.9624142	200
635	25.96217244	200
636	25.96210342	200
637	25.96206092	200
638	25.9619898	200
639	25.96176484	200
640	25.96129889	200
641	25.9611898	200
642	25.96114692	200
643	25.96092913	200
644	25.96070104	200
645	25.96061607	200
646	25.96061099	200
647	25.96054124	200
648	25.96050009	200
649	25.96045947	200
650	25.96039038	200
651	25.96035008	200
652	25.96027396	200
653	25.96019993	200
654	25.9601598	200
655	25.95994545	200
656	25.95986463	200
657	25.95979819	200
658	25.95975826	200
659	25.95975417	200
660	25.95968036	200
661	25.95963484	200
662	25.95956957	200
663	25.95940012	200
664	25.95934343	200
665	25.95930426	200
666	25.95923964	200
667	25.95920122	200
668	25.95916328	200
669	25.95887334	200
670	25.95882593	200
671	25.95876128	200
672	25.9586978	200
673	25.95866058	200
674	25.95859782	200
675	25.95856086	200
676	25.95852435	200
677	25.95777401	200
678	25.95764748	200
679	25.95758268	200
680	25.95752109	200
681	25.95748505	200
682	25.95702167	200
683	25.95695694	200
684	25.95671432	200
685	25.95666176	200
686	25.95641566	200
687	25.95636176	200
688	25.95611322	200
689	25.95596181	200
690	25.95552215	200
691	25.95537352	200
692	25.95533739	200
693	25.95490431	200
694	25.95481639	200
695	25.95457888	200
696	25.95439074	200
697	25.95433734	200
698	25.95430292	200
699	25.9542694	200
700	25.95423627	200
701	25.95420354	200
702	25.95417119	200
703	25.95413921	200
704	25.9541076	200
705	25.95407635	200
706	25.95368558	200
707	25.95357079	200
708	25.95353824	200
709	25.9531058	200
710	25.95305576	200
711	25.95302494	200
712	25.95299496	200
713	25.95296532	200
714	25.95290368	200
715	25.95284288	200
716	25.95281327	200
717	25.95249959	200
718	25.95226073	200
719	25.95182966	200
720	25.95176975	200
721	25.95146114	200
722	25.95132801	200
723	25.95112253	200
724	25.95107387	200
725	25.95094401	200
726	25.95090451	200
727	25.95051145	200
728	25.95045703	200
729	25.95039533	200
730	25.95001118	200
731	25.94995837	200
732	25.94989733	200
733	25.94989406	200
734	25.94989087	200
735	25.94986269	200
736	25.94949005	200
737	25.94943859	200
738	25.949378	200
739	25.94935022	200
740	25.94932276	200
741	25.94926333	200
742	25.94900024	200
743	25.94876743	200
744	25.94875277	200
745	25.9486122	200
746	25.94856944	200
747	25.94829467	200
748	25.94823019	200
749	25.94805102	200
750	25.94801083	200
751	25.94795147	200
752	25.94792472	200
753	25.94789828	200
754	25.94787211	200
755	25.94763456	200
756	25.94759996	200
757	25.9475742	200
758	25.94754894	200
759	25.94718917	200
760	25.94714138	200
761	25.947116	200
762	25.94705661	200
763	25.94703197	200
764	25.94697326	200
765	25.94694875	200
766	25.9465166	200
767	25.94640194	200
768	25.94620133	200
769	25.94610276	200
770	25.94607612	200
771	25.94601906	200
772	25.9459948	200
773	25.9459708	200
774	25.94594705	200
775	25.94572772	200
776	25.94566277	200
777	25.945639	200
778	25.94546232	200
779	25.94542736	200
780	25.94540392	200
781	25.94515473	200
782	25.9450663	200
783	25.94493176	200
784	25.94486077	200
785	25.94483715	200
786	25.94481415	200
787	25.94459544	200
788	25.94452596	200
789	25.94450268	200
790	25.94444701	200
791	25.94441997	200
792	25.94436543	200
793	25.94434286	200
794	25.94432052	200
795	25.94429839	200
796	25.94424433	200
797	25.94419094	200
798	25.94413823	200
799	25.94396916	200
800	25.94393591	200
801	25.94391356	200
802	25.94386124	200
803	25.94380958	200
804	25.94367039	200
805	25.94363434	200
806	25.94361208	200
807	25.94359039	200
808	25.94349202	200
809	25.94328465	200
810	25.94322457	200
811	25.94300363	200
812	25.94297285	200
813	25.94295126	200
814	25.94290046	200
815	25.94287922	200
816	25.94285817	200
817	25.94283733	200
818	25.94281668	200
819	25.94281379	200
820	25.94279331	200
821	25.94258641	200
822	25.94252755	200
823	25.942507	200
824	25.94248685	200
825	25.94235079	200
826	25.9423172	200
827	25.94229703	200
828	25.94224643	200
829	25.94222671	200
830	25.94217663	200
831	25.94197473	200
832	25.94185566	200
833	25.94182461	200
834	25.94177464	200
835	25.94175509	200
836	25.94173573	200
837	25.94168646	200
838	25.94142595	200
839	25.94139025	200
840	25.94137067	200
841	25.9410907	200
842	25.94102246	200
843	25.94083185	200
844	25.94080438	200
845	25.94075608	200
846	25.94073698	200
847	25.94071806	200
848	25.94069931	200
849	25.94068073	200
850	25.94047987	200
851	25.94041756	200
852	25.94036982	200
853	25.94002375	200
854	25.93986276	200
855	25.93982505	200
856	25.93970431	200
857	25.93967696	200
858	25.9396297	200
859	25.93957912	200
860	25.93955708	200
861	25.93951068	200
862	25.93934564	200
863	25.93931666	200
864	25.93929815	200
865	25.93928008	200
866	25.93923401	200
867	25.93893741	200
868	25.93885295	200
869	25.93883375	200
870	25.93881572	200
871	25.93879786	200
872	25.9387526	200
873	25.93870785	200
874	25.93868998	200
875	25.93847034	200
876	25.93844668	200
877	25.93840233	200
878	25.93827783	200
879	25.9380706	200
880	25.93801841	200
881	25.93781045	200
882	25.93776183	200
883	25.93771947	200
884	25.93770127	200
885	25.93768323	200
886	25.93766535	200
887	25.93764762	200
888	25.93747797	200
889	25.93737201	200
890	25.93733817	200
891	25.93732028	200
892	25.93727801	200
893	25.93726063	200
894	25.93721876	200
895	25.93720144	200
896	25.93709785	200
897	25.93695538	200
898	25.93680477	200
899	25.93648023	200
900	25.93643234	200
901	25.93625948	200
902	25.93623464	200
903	25.93621754	200
904	25.93621513	200
905	25.9361733	200
906	25.93615645	200
907	25.93613975	200
908	25.93609823	200
909	25.93608159	200
910	25.93592251	200
911	25.93587107	200
912	25.93583009	200
913	25.93557379	200
914	25.93551567	200
915	25.93549845	200
916	25.93548182	200
917	25.93546535	200
918	25.93546289	200
919	25.93544653	200
920	25.93543031	200
921	25.93527672	200
922	25.93525068	200
923	25.93523444	200
924	25.93519409	200
925	25.9351542	200
926	25.9351382	200
927	25.93509866	200
928	25.93505955	200
929	25.93502085	200
930	25.93498257	200
931	25.93494469	200
932	25.93459516	200
933	25.93454144	200
934	25.93452474	200
935	25.93450859	200
936	25.93447137	200
937	25.93443454	200
938	25.93441839	200
939	25.9342304	200
940	25.93418608	200
941	25.93414269	200
942	25.93410396	200
943	25.93406825	200
944	25.93403298	200
945	25.93401673	200
946	25.93400062	200
947	25.93396558	200
948	25.93394952	200
949	25.93379901	200
950	25.93377337	200
951	25.9337573	200
952	25.9337416	200
953	25.93370662	200
954	25.93367199	200
955	25.93365629	200
956	25.9336407	200
957	25.93362524	200
958	25.93362261	200
959	25.93342771	200
960	25.93338768	200
961	25.93337204	200
962	25.93335667	200
963	25.93304303	200
964	25.93290255	200
965	25.93285336	200
966	25.93283761	200
967	25.93280372	200
968	25.93278842	200
969	25.93275481	200
970	25.93273957	200
971	25.93272445	200
972	25.93270944	200
973	25.93269455	200
974	25.93267977	200
975	25.9326651	200
976	25.93243875	200
977	25.93230487	200
978	25.93216779	200
979	25.93213931	200
980	25.93212444	200
981	25.93212199	200
982	25.93181859	200
983	25.9316191	200
984	25.93158462	200
985	25.93156976	200
986	25.93155551	200
987	25.93152147	200
988	25.93148777	200
989	25.93145441	200
990	25.93142138	200
991	25.93140701	200
992	25.93139275	200
993	25.9313786	200
994	25.93134571	200
995	25.9313316	200
996	25.93129897	200
997	25.93128491	200
998	25.93125254	200
999	25.93123852	200
